measurement,deployment_id,timestamp,sensors__Cond,sensors__DOpct,sensors__Sal,sensors__Temp,sensors__Turb,sensors__pH,time
Ada,16,2024-06-10T15:45:00+00:00,510.9,125.0,0.26,21.85,16.72,8.12,0
Ada,16,2024-06-10T16:00:00+00:00,513.4,127.1,0.26,21.9,32.32,8.16,1
Ada,16,2024-06-10T16:15:00+00:00,510.6,123.7,0.26,21.85,12.49,8.19,2
Ada,16,2024-06-10T16:30:00+00:00,515.6,127.8,0.27,21.9,20.04,8.2,3
Ada,16,2024-06-10T16:45:00+00:00,514.3,131.8,0.26,21.99,13.9,8.23,4
Ada,16,2024-06-10T17:00:00+00:00,512.8,131.0,0.26,21.98,21.32,8.24,5
Ada,16,2024-06-10T17:15:00+00:00,515.4,139.6,0.26,22.07,12.36,8.35,6
Ada,16,2024-06-10T17:30:00+00:00,515.3,139.2,0.26,22.13,13.6,8.38,7
Ada,16,2024-06-10T17:45:00+00:00,520.8,141.1,0.27,22.16,12.77,8.41,8
Ada,16,2024-06-10T18:00:00+00:00,519.9,149.6,0.27,22.21,12.58,8.53,9
Ada,16,2024-06-10T18:15:00+00:00,510.3,148.1,0.26,22.12,35.69,8.55,10
Ada,16,2024-06-10T18:30:00+00:00,517.3,148.6,0.26,22.25,81.2,8.58,11
Ada,16,2024-06-10T18:45:00+00:00,517.7,149.6,0.26,22.3,12.33,8.62,12
Ada,16,2024-06-10T19:00:00+00:00,517.0,153.6,0.26,22.31,42.96,8.66,13
Ada,16,2024-06-10T19:15:00+00:00,520.0,163.4,0.26,22.52,16.61,8.73,14
Ada,16,2024-06-10T19:30:00+00:00,518.3,158.9,0.26,22.36,13.51,8.73,15
Ada,16,2024-06-10T19:45:00+00:00,516.3,157.6,0.26,22.36,13.54,8.73,16
Ada,16,2024-06-10T20:00:00+00:00,519.1,160.8,0.26,22.42,31.8,8.76,17
Ada,16,2024-06-10T20:15:00+00:00,520.1,165.9,0.26,22.4,18.33,8.76,18
Ada,16,2024-06-10T20:30:00+00:00,516.7,164.8,0.26,22.41,22.55,8.79,19
Ada,16,2024-06-10T20:45:00+00:00,522.2,166.7,0.27,22.47,13.01,8.79,20
Ada,16,2024-06-10T21:00:00+00:00,522.2,169.9,0.27,22.49,13.06,8.79,21
Ada,16,2024-06-10T21:15:00+00:00,521.3,170.1,0.26,22.51,28.84,8.81,22
Ada,16,2024-06-10T21:30:00+00:00,519.3,171.5,0.26,22.53,18.98,8.84,23
Ada,16,2024-06-10T21:45:00+00:00,527.9,175.7,0.27,22.55,21.76,8.81,24
Ada,16,2024-06-10T22:00:00+00:00,523.3,173.4,0.27,22.53,18.17,8.82,25
Ada,16,2024-06-10T22:15:00+00:00,525.7,174.5,0.27,22.64,14.45,8.83,26
Ada,16,2024-06-10T22:30:00+00:00,521.0,173.4,0.26,22.68,13.17,8.84,27
Ada,16,2024-06-10T22:45:00+00:00,526.7,175.0,0.27,22.55,13.26,8.85,28
Ada,16,2024-06-10T23:00:00+00:00,511.8,172.2,0.26,22.52,15.47,8.85,29
Ada,16,2024-06-10T23:15:00+00:00,516.6,173.9,0.26,22.57,25.79,8.86,30
Ada,16,2024-06-10T23:30:00+00:00,522.0,175.9,0.26,22.57,18.05,8.85,31
Ada,16,2024-06-10T23:45:00+00:00,520.2,176.0,0.26,22.71,12.56,8.87,32
Ada,16,2024-06-11T00:00:00+00:00,520.7,174.8,0.26,22.57,14.96,8.85,33
Ada,16,2024-06-11T00:15:00+00:00,521.6,175.3,0.26,22.61,32.32,8.84,34
Ada,16,2024-06-11T00:30:00+00:00,522.8,171.1,0.26,22.58,42.11,8.83,35
Ada,16,2024-06-11T00:45:00+00:00,526.6,172.0,0.27,22.61,21.34,8.77,36
Ada,16,2024-06-11T01:00:00+00:00,525.0,167.8,0.27,22.68,22.77,8.75,37
Ada,16,2024-06-11T01:15:00+00:00,524.3,171.3,0.27,22.59,11.39,8.74,38
Ada,16,2024-06-11T01:30:00+00:00,518.6,168.8,0.26,22.47,12.32,8.77,39
Ada,16,2024-06-11T01:45:00+00:00,524.2,170.1,0.27,22.57,11.62,8.76,40
Ada,16,2024-06-11T02:00:00+00:00,522.3,169.2,0.26,22.64,11.65,8.75,41
Ada,16,2024-06-11T02:15:00+00:00,521.9,162.5,0.26,22.51,11.56,8.75,42
Ada,16,2024-06-11T02:30:00+00:00,523.5,166.0,0.27,22.49,1393.0,8.69,43
Ada,16,2024-06-11T02:45:00+00:00,522.1,161.9,0.26,22.51,26.41,8.68,44
Ada,16,2024-06-11T03:00:00+00:00,520.5,155.4,0.26,22.52,13.75,8.66,45
Ada,16,2024-06-11T03:15:00+00:00,523.7,157.6,0.27,22.52,11.71,8.69,46
Ada,16,2024-06-11T03:30:00+00:00,522.5,159.8,0.26,22.54,17.19,8.69,47
Ada,16,2024-06-11T03:45:00+00:00,523.4,159.1,0.27,22.53,11.69,8.66,48
Ada,16,2024-06-11T04:00:00+00:00,526.9,156.9,0.27,22.55,11.74,8.64,49
Ada,16,2024-06-11T04:15:00+00:00,522.9,158.0,0.27,22.49,11.7,8.63,50
Ada,16,2024-06-11T04:30:00+00:00,523.9,161.5,0.27,22.52,12.09,8.65,51
Ada,16,2024-06-11T04:45:00+00:00,523.1,161.8,0.27,22.5,11.78,8.64,52
Ada,16,2024-06-11T05:00:00+00:00,524.4,159.1,0.27,22.56,14.86,8.6,53
Ada,16,2024-06-11T05:15:00+00:00,524.0,159.8,0.27,22.47,11.92,8.62,54
Ada,16,2024-06-11T05:30:00+00:00,526.5,157.6,0.27,22.47,12.33,8.58,55
Ada,16,2024-06-11T05:45:00+00:00,523.3,155.5,0.27,22.46,11.78,8.56,56
Ada,16,2024-06-11T06:00:00+00:00,525.1,156.9,0.27,22.46,11.86,8.57,57
Ada,16,2024-06-11T06:15:00+00:00,523.6,158.0,0.27,22.49,12.3,8.58,58
Ada,16,2024-06-11T06:30:00+00:00,523.0,157.3,0.27,22.5,12.09,8.61,59
Ada,16,2024-06-11T06:45:00+00:00,523.0,155.6,0.27,22.46,11.98,8.57,60
Ada,16,2024-06-11T07:00:00+00:00,524.9,155.5,0.27,22.46,12.1,8.61,61
Ada,16,2024-06-11T07:15:00+00:00,529.5,144.7,0.27,22.51,12.29,8.59,62
Ada,16,2024-06-11T07:30:00+00:00,529.9,146.7,0.27,22.51,12.2,8.56,63
Ada,16,2024-06-11T07:45:00+00:00,529.6,141.5,0.27,22.47,12.91,8.57,64
Ada,16,2024-06-11T08:00:00+00:00,527.1,130.0,0.27,22.41,12.39,8.38,65
Ada,16,2024-06-11T08:15:00+00:00,528.7,131.3,0.27,22.38,12.26,8.42,66
Ada,16,2024-06-11T08:30:00+00:00,527.7,129.0,0.27,22.33,12.1,8.42,67
Ada,16,2024-06-11T08:45:00+00:00,528.5,132.0,0.27,22.29,13.68,8.46,68
Ada,16,2024-06-11T09:00:00+00:00,527.2,125.0,0.27,22.24,12.3,8.39,69
Ada,16,2024-06-11T09:15:00+00:00,526.3,126.1,0.27,22.19,13.1,8.32,70
Ada,16,2024-06-11T09:30:00+00:00,527.1,128.9,0.27,22.15,13.03,8.31,71
Ada,16,2024-06-11T09:45:00+00:00,524.1,126.3,0.27,22.1,12.37,8.28,72
Ada,16,2024-06-11T10:00:00+00:00,525.7,124.8,0.27,22.07,12.71,8.28,73
Ada,16,2024-06-11T10:15:00+00:00,525.9,127.1,0.27,22.02,23.08,8.27,74
Ada,16,2024-06-11T10:30:00+00:00,526.7,127.3,0.27,21.98,22.15,8.3,75
Ada,16,2024-06-11T10:45:00+00:00,525.8,119.2,0.27,21.93,21.55,8.23,76
Ada,16,2024-06-11T11:00:00+00:00,525.9,123.2,0.27,21.9,21.04,8.16,77
Ada,16,2024-06-11T11:15:00+00:00,525.1,116.0,0.27,21.85,20.85,8.11,78
Ada,16,2024-06-11T11:30:00+00:00,524.5,118.3,0.27,21.82,20.7,8.09,79
Ada,16,2024-06-11T11:45:00+00:00,525.2,120.6,0.27,21.79,20.55,8.0,80
Ada,16,2024-06-11T12:00:00+00:00,524.4,120.9,0.27,21.74,19.69,8.06,81
Ada,16,2024-06-11T12:15:00+00:00,524.0,118.9,0.27,21.72,19.39,8.11,82
Ada,16,2024-06-11T12:30:00+00:00,522.5,120.9,0.27,21.69,17.09,8.14,83
Ada,16,2024-06-11T12:45:00+00:00,525.4,123.5,0.27,21.68,17.56,8.15,84
Ada,16,2024-06-11T13:00:00+00:00,525.0,123.8,0.27,21.68,18.65,8.19,85
Ada,16,2024-06-11T13:15:00+00:00,523.9,123.3,0.27,21.7,14.35,8.19,86
Ada,16,2024-06-11T13:30:00+00:00,527.0,126.8,0.27,21.72,14.21,8.21,87
Ada,16,2024-06-11T13:45:00+00:00,529.5,131.2,0.27,21.77,14.49,8.25,88
Ada,16,2024-06-11T14:00:00+00:00,531.7,132.9,0.27,21.84,16.59,8.28,89
Ada,16,2024-06-11T14:15:00+00:00,526.3,117.9,0.27,21.73,14.1,8.17,90
Ada,16,2024-06-11T14:30:00+00:00,523.8,115.6,0.27,21.72,13.98,8.04,91
Ada,16,2024-06-11T14:45:00+00:00,528.6,122.6,0.27,21.72,14.25,8.09,92
Ada,16,2024-06-11T15:00:00+00:00,527.9,139.0,0.27,21.71,14.0,8.32,93
Ada,16,2024-06-11T15:15:00+00:00,530.0,131.9,0.27,21.71,19.07,8.26,94
Ada,16,2024-06-11T15:30:00+00:00,529.6,138.4,0.27,21.77,13.58,8.31,95
Ada,16,2024-06-11T15:45:00+00:00,528.6,137.4,0.27,21.74,19.7,8.35,96
Ada,16,2024-06-11T16:00:00+00:00,527.9,140.6,0.27,21.8,13.61,8.4,97
Ada,16,2024-06-11T16:15:00+00:00,535.8,141.0,0.28,21.79,15.02,8.41,98
Ada,16,2024-06-11T16:30:00+00:00,526.9,141.0,0.27,21.8,37.78,8.45,99
Ada,16,2024-06-11T16:45:00+00:00,527.4,145.0,0.27,21.85,16.55,8.49,100
Ada,16,2024-06-11T17:00:00+00:00,525.7,146.1,0.27,21.92,14.4,8.51,101
Ada,16,2024-06-11T17:15:00+00:00,527.7,147.7,0.27,21.86,14.27,8.55,102
Ada,16,2024-06-11T17:30:00+00:00,525.9,148.0,0.27,21.81,18.77,8.56,103
Ada,16,2024-06-11T17:45:00+00:00,529.4,149.3,0.27,21.93,15.24,8.57,104
Ada,16,2024-06-11T18:00:00+00:00,530.7,154.8,0.27,21.94,15.2,8.6,105
Ada,16,2024-06-11T18:15:00+00:00,527.1,153.9,0.27,21.94,19.77,8.59,106
Ada,16,2024-06-11T18:30:00+00:00,527.8,159.6,0.27,21.91,15.24,8.7,107
Ada,16,2024-06-11T18:45:00+00:00,535.9,161.2,0.28,21.9,16.28,8.72,108
Ada,16,2024-06-11T19:00:00+00:00,532.5,163.4,0.27,22.02,15.22,8.73,109
Ada,16,2024-06-11T19:15:00+00:00,532.0,165.8,0.27,22.01,15.29,8.75,110
Ada,16,2024-06-11T19:30:00+00:00,534.9,168.0,0.27,22.06,14.19,8.77,111
Ada,16,2024-06-11T19:45:00+00:00,534.1,174.1,0.27,22.02,14.42,8.81,112
Ada,16,2024-06-11T20:00:00+00:00,533.4,169.6,0.27,22.05,23.38,8.8,113
Ada,16,2024-06-11T20:15:00+00:00,529.6,166.3,0.27,22.1,20.45,8.8,114
Ada,16,2024-06-11T20:30:00+00:00,529.2,167.8,0.27,22.09,13.08,8.81,115
Ada,16,2024-06-11T20:45:00+00:00,530.0,161.2,0.27,22.07,12.97,8.76,116
Ada,16,2024-06-11T21:00:00+00:00,533.4,169.5,0.27,22.15,13.6,8.78,117
Ada,16,2024-06-11T21:15:00+00:00,536.0,170.3,0.27,22.15,13.16,8.76,118
Ada,16,2024-06-11T21:30:00+00:00,539.3,170.6,0.28,22.06,13.06,8.73,119
Ada,16,2024-06-11T21:45:00+00:00,535.7,169.2,0.27,22.11,12.98,8.72,120
Ada,16,2024-06-11T22:00:00+00:00,537.0,171.0,0.28,22.06,13.18,8.78,121
Ada,16,2024-06-11T22:15:00+00:00,531.4,168.4,0.27,22.11,12.93,8.77,122
Ada,16,2024-06-11T22:30:00+00:00,531.6,168.5,0.27,22.15,12.85,8.82,123
